taxonKey,scientificName,acceptedTaxonKey,acceptedScientificName,taxonRank,taxonomicStatus,domain,cnamedomain,superkingdom,cnamesuperkingdom,kingdom,cnameKingdom,kingdomKey,subkingdom,cnamesubkingdom,superphylum,cnamesuperphylum,phylum,cnamePhylum,phylumKey,subphylum,cnmaesubphylum,superclass,cnamesuperclass,class,cnameClass,classKey,subclass,cnamesubclass,superorder,cnamesuperorder,order,cnameOrder,orderKey,suborder,cnamesuborder,superfamily,cnamesuperfamily,family,cnameFamily,familyKey,subfamily,cnamesubfamily,supertribe,cnamesupertribe,tribe,cnametribe,subtribe,cnamesubtribe,genus,cnameGenus,genusKey,subgenus,cnamesubgenus,species,cnameSpecies,speciesKey,subspecies,cnmaesubspecies,variety,cnamevariety,iucnRedListCategory,statuskepunahan
4392665,"Cosmiella aptera Verhoeff, 1902",4392665,"Cosmiella aptera Verhoeff, 1902",SPECIES,ACCEPTED,,,,,Animalia,Hewan,1,,,,,Arthropoda,Hewan berbuk-buku,54,,,,,Insecta,Serangga,216,,,,,Dermaptera,Lelawi,1224,,,,,Forficulidae,Lelawi biasa,7861.0,,,,,,,,,Cosmiella,,4392639.0,,,Cosmiella aptera,Lelawi biasa,4392665.0,,,,,NE,
4392851,"Hypurgus humeralis (Kirby, 1891)",4392851,"Hypurgus humeralis (Kirby, 1891)",SPECIES,ACCEPTED,,,,,Animalia,Hewan,1,,,,,Arthropoda,Hewan berbuk-buku,54,,,,,Insecta,Serangga,216,,,,,Dermaptera,Lelawi,1224,,,,,Forficulidae,Lelawi biasa,7861.0,,,,,,,,,Hypurgus,,4392850.0,,,Hypurgus humeralis,Lelawi biasa,4392851.0,,,,,NE,
4392863,"Hypurgus fulvus Burr, 1911",4392863,"Hypurgus fulvus Burr, 1911",SPECIES,ACCEPTED,,,,,Animalia,Hewan,1,,,,,Arthropoda,Hewan berbuk-buku,54,,,,,Insecta,Serangga,216,,,,,Dermaptera,Lelawi,1224,,,,,Forficulidae,Lelawi biasa,7861.0,,,,,,,,,Hypurgus,,4392850.0,,,Hypurgus fulvus,Lelawi biasa,4392863.0,,,,,NE,
8589930,"Cordax claviger (Burr, 1917)",8589930,"Cordax claviger (Burr, 1917)",SPECIES,ACCEPTED,,,,,Animalia,Hewan,1,,,,,Arthropoda,Hewan berbuk-buku,54,,,,,Insecta,Serangga,216,,,,,Dermaptera,Lelawi,1224,,,,,Forficulidae,Lelawi biasa,7861.0,,,,,,,,,Cordax,,4392895.0,,,Cordax claviger,Lelawi biasa,8589930.0,,,,,NE,
11018761,"Cordax armatus (Haan, 1842)",11018761,"Cordax armatus (Haan, 1842)",SPECIES,ACCEPTED,,,,,Animalia,Hewan,1,,,,,Arthropoda,Hewan berbuk-buku,54,,,,,Insecta,Serangga,216,,,,,Dermaptera,Lelawi,1224,,,,,Forficulidae,Lelawi biasa,7861.0,,,,,,,,,Cordax,,4392895.0,,,Cordax armatus,Lelawi biasa,11018761.0,,,,,NE,
4392928,"Eparchus insignis (Haan, 1842)",4392928,"Eparchus insignis (Haan, 1842)",SPECIES,ACCEPTED,,,,,Animalia,Hewan,1,,,,,Arthropoda,Hewan berbuk-buku,54,,,,,Insecta,Serangga,216,,,,,Dermaptera,Lelawi,1224,,,,,Forficulidae,Lelawi biasa,7861.0,,,,,,,,,Eparchus,,4392908.0,,,Eparchus insignis,Lelawi biasa,4392928.0,,,,,NE,
4392932,"Eparchus forcipatus (Haan, 1842)",4392932,"Eparchus forcipatus (Haan, 1842)",SPECIES,ACCEPTED,,,,,Animalia,Hewan,1,,,,,Arthropoda,Hewan berbuk-buku,54,,,,,Insecta,Serangga,216,,,,,Dermaptera,Lelawi,1224,,,,,Forficulidae,Lelawi biasa,7861.0,,,,,,,,,Eparchus,,4392908.0,,,Eparchus forcipatus,Lelawi biasa,4392932.0,,,,,NE,
4392947,"Opisthocosmia centurio Dohrn, 1865",4392947,"Opisthocosmia centurio Dohrn, 1865",SPECIES,ACCEPTED,,,,,Animalia,Hewan,1,,,,,Arthropoda,Hewan berbuk-buku,54,,,,,Insecta,Serangga,216,,,,,Dermaptera,Lelawi,1224,,,,,Forficulidae,Lelawi biasa,7861.0,,,,,,,,,Opisthocosmia,,4392945.0,,,Opisthocosmia centurio,Lelawi biasa,4392947.0,,,,,NE,
4392952,"Opisthocosmia tenuis Rehn, 1936",4392952,"Opisthocosmia tenuis Rehn, 1936",SPECIES,ACCEPTED,,,,,Animalia,Hewan,1,,,,,Arthropoda,Hewan berbuk-buku,54,,,,,Insecta,Serangga,216,,,,,Dermaptera,Lelawi,1224,,,,,Forficulidae,Lelawi biasa,7861.0,,,,,,,,,Opisthocosmia,,4392945.0,,,Opisthocosmia tenuis,Lelawi biasa,4392952.0,,,,,NE,
4392963,"Allodahlia scabriuscula (Audinet-Serville, 1838)",4392963,"Allodahlia scabriuscula (Audinet-Serville, 1838)",SPECIES,ACCEPTED,,,,,Animalia,Hewan,1,,,,,Arthropoda,Hewan berbuk-buku,54,,,,,Insecta,Serangga,216,,,,,Dermaptera,Lelawi,1224,,,,,Forficulidae,Lelawi biasa,7861.0,,,,,,,,,Allodahlia,,4392958.0,,,Allodahlia scabriuscula,Lelawi biasa,4392963.0,,,,,NE,
7861,Forficulidae,7861,Forficulidae,FAMILY,ACCEPTED,,,,,Animalia,Hewan,1,,,,,Arthropoda,Hewan berbuk-buku,54,,,,,Insecta,Serangga,216,,,,,Dermaptera,Lelawi,1224,,,,,Forficulidae,Lelawi biasa,7861.0,,,,,,,,,,,,,,,,,,,,,,
1419910,"Nala lividipes (Dufour, 1820)",1419910,"Nala lividipes (Dufour, 1820)",SPECIES,ACCEPTED,,,,,Animalia,Hewan,1,,,,,Arthropoda,Hewan berbuk-buku,54,,,,,Insecta,Serangga,216,,,,,Dermaptera,Lelawi,1224,,,,,Labiduridae,Lelawi belang,7862.0,,,,,,,,,Nala,Lelawi belang,1419909.0,,,Nala lividipes,Lelawi semak-hitam,1419910.0,,,,,NE,
1419912,"Labidura riparia (Pallas, 1773)",1419912,"Labidura riparia (Pallas, 1773)",SPECIES,ACCEPTED,,,,,Animalia,Hewan,1,,,,,Arthropoda,Hewan berbuk-buku,54,,,,,Insecta,Serangga,216,,,,,Dermaptera,Lelawi,1224,,,,,Labiduridae,Lelawi belang,7862.0,,,,,,,,,Labidura,Lelawi belang,1419911.0,,,Labidura riparia,Lelawi pesisir,1419912.0,,,,,NE,
12192472,BOLD:AET0378,12192472,BOLD:AET0378,GENUS,ACCEPTED,,,,,Animalia,Hewan,1,,,,,Arthropoda,Hewan berbuk-buku,54,,,,,Insecta,Serangga,216,,,,,Dermaptera,Lelawi,1224,,,,,Labiduridae,Lelawi belang,7862.0,,,,,,,,,Labidura,Lelawi belang,1419911.0,,,,,,,,,,,
4394114,"Allostethella doriae (Dubrony, 1879)",4394114,"Allostethella doriae (Dubrony, 1879)",SPECIES,ACCEPTED,,,,,Animalia,Hewan,1,,,,,Arthropoda,Hewan berbuk-buku,54,,,,,Insecta,Serangga,216,,,,,Dermaptera,Lelawi,1224,,,,,Labiduridae,Lelawi belang,7862.0,,,,,,,,,Allostethella,Lelawi belang,4394108.0,,,Allostethella doriae,Lelawi belang,4394114.0,,,,,NE,
4394117,"Gonolabidura javana Boeseman, 1954",4394117,"Gonolabidura javana Boeseman, 1954",SPECIES,ACCEPTED,,,,,Animalia,Hewan,1,,,,,Arthropoda,Hewan berbuk-buku,54,,,,,Insecta,Serangga,216,,,,,Dermaptera,Lelawi,1224,,,,,Labiduridae,Lelawi belang,7862.0,,,,,,,,,Gonolabidura,Lelawi belang,4394115.0,,,Gonolabidura javana,Lelawi belang,4394117.0,,,,,NE,
4394118,"Gonolabidura piligera (de Bormans, 1900)",4394118,"Gonolabidura piligera (de Bormans, 1900)",SPECIES,ACCEPTED,,,,,Animalia,Hewan,1,,,,,Arthropoda,Hewan berbuk-buku,54,,,,,Insecta,Serangga,216,,,,,Dermaptera,Lelawi,1224,,,,,Labiduridae,Lelawi belang,7862.0,,,,,,,,,Gonolabidura,Lelawi belang,4394115.0,,,Gonolabidura piligera,Lelawi belang,4394118.0,,,,,NE,
4394127,"Allostethus celebense Burr, 1911",4394127,"Allostethus celebense Burr, 1911",SPECIES,ACCEPTED,,,,,Animalia,Hewan,1,,,,,Arthropoda,Hewan berbuk-buku,54,,,,,Insecta,Serangga,216,,,,,Dermaptera,Lelawi,1224,,,,,Labiduridae,Lelawi belang,7862.0,,,,,,,,,Allostethus,Lelawi belang,4394123.0,,,Allostethus celebense,Lelawi belang,4394127.0,,,,,NE,
4394129,"Allostethus setiger Verhoeff, 1904",4394129,"Allostethus setiger Verhoeff, 1904",SPECIES,ACCEPTED,,,,,Animalia,Hewan,1,,,,,Arthropoda,Hewan berbuk-buku,54,,,,,Insecta,Serangga,216,,,,,Dermaptera,Lelawi,1224,,,,,Labiduridae,Lelawi belang,7862.0,,,,,,,,,Allostethus,Lelawi belang,4394123.0,,,Allostethus setiger,Lelawi belang,4394129.0,,,,,NE,
4394131,"Allostethus indicum (Burmeister, 1838)",4394131,"Allostethus indicum (Burmeister, 1838)",SPECIES,ACCEPTED,,,,,Animalia,Hewan,1,,,,,Arthropoda,Hewan berbuk-buku,54,,,,,Insecta,Serangga,216,,,,,Dermaptera,Lelawi,1224,,,,,Labiduridae,Lelawi belang,7862.0,,,,,,,,,Allostethus,Lelawi belang,4394123.0,,,Allostethus indicum,Lelawi belang,4394131.0,,,,,NE,
4394141,"Allostethus admiralis Steinmann, 1985",4394141,"Allostethus admiralis Steinmann, 1985",SPECIES,ACCEPTED,,,,,Animalia,Hewan,1,,,,,Arthropoda,Hewan berbuk-buku,54,,,,,Insecta,Serangga,216,,,,,Dermaptera,Lelawi,1224,,,,,Labiduridae,Lelawi belang,7862.0,,,,,,,,,Allostethus,Lelawi belang,4394123.0,,,Allostethus admiralis,Lelawi belang,4394141.0,,,,,NE,
4394143,"Allostethus lombokianum Verhoeff, 1904",4394143,"Allostethus lombokianum Verhoeff, 1904",SPECIES,ACCEPTED,,,,,Animalia,Hewan,1,,,,,Arthropoda,Hewan berbuk-buku,54,,,,,Insecta,Serangga,216,,,,,Dermaptera,Lelawi,1224,,,,,Labiduridae,Lelawi belang,7862.0,,,,,,,,,Allostethus,Lelawi belang,4394123.0,,,Allostethus lombokianum,Lelawi belang,4394143.0,,,,,NE,
